shingle#females#males#total
$uza#1#0#1
$¬øn#0#1#1
$¬ø¬#1#2#3
"%"""""""#0#1#1
%$%$#0#1#1
%$id#0#1#1
%$¬ø#0#1#1
%100#1#0#1
%clu#0#1#1
%div#1#0#1
%e%f#0#1#1
%e%r#0#1#1
%f%e#0#1#1
%fam#2#0#2
%lok#0#1#1
%o%n#0#1#1
%r%s#0#1#1
%s%o#0#1#1
%u00#28#38#66
%u01#5#6#11
%u02#0#2#2
%u03#4#13#17
%u04#9#6#15
%u06#3#8#11
%u0a#4#0#4
%u0b#1#0#1
%u0e#5#4#9
%u20#7#2#9
%u21#1#4#5
%u22#0#1#1
%u25#3#2#5
%u26#26#4#30
%u27#0#1#1
%uff#1#0#1
%¬®&#0#1#1
%¬ø¬#0#1#1
"&%"""""#0#1#1
&&br#1#0#1
&&ka#1#0#1
&+ma#1#0#1
&.tr#0#1#1
&aac#20#42#62
&aca#1#0#1
&aci#2#0#2
&acu#1#0#1
&adg#0#1#1
&agr#3#2#5
&ale#1#0#1
&amp#0#1#1
&ane#0#1#1
&art#1#0#1
&ati#1#51#52
&bar#1#0#1
&br@#1#0#1
&brv#0#1#1
&cam#0#1#1
&car#2#0#2
&cce#3#9#12
&cel#1#1#2
&cha#1#0#1
&chr#0#1#1
&cia#3#3#6
&cin#0#1#1
&co.#0#1#1
&deb#0#2#2
&des#0#2#2
&die#1#0#1
&dih#0#1#1
&eac#30#115#145
&eci#0#4#4
&egr#1#0#1
&eli#1#0#1
&ent#0#1#1
&ert#0#1#1
&fab#1#0#1
&fil#0#1#1
&fra#0#1#1
&gam#0#1#1
&geb#0#1#1
&gt;#1#0#1
&har#0#2#2
&iac#22#18#40
&igr#1#0#1
&isa#0#1#1
&joa#1#0#1
&kar#1#0#1
&kel#1#0#1
&l!n#1#0#1
&lim#0#1#1
&lt;#1#0#1
&luc#1#0#1
&lul#1#0#1
&mar#0#1#1
&mil#1#0#1
&mol#0#1#1
&mor#0#2#2
&mul#0#1#1
&n&_#1#0#1
&n-o#1#0#1
&n@t#1#0#1
&nat#1#0#1
&nis#1#0#1
&noi#0#1#1
&oac#2#4#6
&oci#5#4#9
&opo#0#1#1
&ord#0#1#1
&oti#0#2#2
&pau#2#0#2
&pes#0#1#1
&pou#0#1#1
&quo#0#1#1
&r_y#0#1#1
&raf#1#0#1
&rob#1#0#1
&sam#1#0#1
&san#0#1#1
&sol#0#2#2
&so¬#1#0#1
&swe#0#1#1
&tan#0#1#1
&uac#3#6#9
&ugr#1#0#1
&vid#0#1#1
&y$&#1#0#1
&¬ßi#1#0#1
&¬Æ$#0#1#1
&¬ø¬#0#1#1
&√∞a#1#0#1
''''#3#1#4
'''c#0#2#2
'''l#1#0#1
''*a#1#0#1
''br#1#0#1
''ca#0#1#1
''ch#0#1#1
''ja#1#0#1
''jo#0#1#1
''li#1#0#1
''na#0#1#1
''sa#1#0#1
''si#1#0#1
''¬π#1#0#1
''¬ø#1#0#1
'*an#1#0#1
';bi#1#0#1
'___#1#0#1
'acq#2#0#2
'agu#1#0#1
'aki#1#0#1
'alb#0#1#1
'amo#1#0#1
'ana#1#0#1
'and#1#0#1
'ann#1#1#2
'aqu#1#0#1
'art#0#2#2
'ate#1#0#1
'aur#1#0#1
'avi#1#1#2
'bru#2#0#2
'cab#0#1#1
'chr#0#1#1
'cla#0#1#1
'col#1#0#1
'cor#0#1#1
'del#1#0#1
'eli#1#0#1
'ell#0#1#1
'eri#0#1#1
'fab#1#0#1
'fer#1#0#1
'fra#1#0#1
'gem#0#1#1
'gus#0#2#2
'hai#0#1#1
'hhh#1#0#1
'ino#0#1#1
'jan#1#0#1
'jea#0#1#1
'joa#0#1#1
'joc#0#1#1
'jos#0#1#1
'lis#1#0#1
'lua#2#0#2
'luc#0#1#1
'maa#1#0#1
'mai#1#0#1
'mil#1#0#1
'min#1#0#1
'myl#1#0#1
'nap#0#1#1
'nho#0#1#1
'oka#0#1#1
'oro#0#1#1
'ose#0#1#1
'pil#2#0#2
'pri#0#1#1
'pyn#0#1#1
'qui#0#1#1
'ric#0#1#1
'san#0#1#1
'sar#1#0#1
'sat#0#1#1
'sha#1#0#1
'sig#1#0#1
'sil#1#0#1
'son#0#1#1
'tan#0#1#1
'ton#0#1#1
'vas#0#1#1
'vil#0#1#1
'vin#0#1#1
'wil#0#1#1
'yak#1#0#1
'¬π¬#1#0#1
'¬ø'#0#1#1
'¬ø2#1#0#1
'¬øo#1#0#1
'¬ø¬#2#0#2
"(""-)"#0#1#1
(%u0#0#1#1
(%u2#1#0#1
(''*#1#0#1
(*ed#1#0#1
(11)#0#1#1
(48)#0#1#1
(71)#0#1#1
(86)#0#1#1
([]$#0#1#1
(a).#1#0#1
(bdb#1#0#1
(el)#0#1#1
(ene#0#1#1
(fs)#1#0#1
(g.d#1#0#1
(gab#1#0#1
(ger#0#1#1
(gin#1#0#1
(j&f#0#1#1
(l)l#1#0#1
(lut#1#0#1
(ne)#0#1#1
(o.o#0#1#1
(oo)#0#1#1
(pac#0#1#1
(rit#1#0#1
(ros#0#1#1
(ser#1#0#1
(tec#1#0#1
(vic#0#1#1
(zit#0#1#1
(¬®¬#0#1#1
(¬Ø`#3#2#5
(¬ø_#2#1#3
(¬ø¬#5#6#11
)!!@#0#1#1
)-¬ª#1#0#1
).gi#1#0#1
)302#0#1#1
)943#0#1#1
)ama#1#0#1
)luc#1#0#1
)min#0#1#1
)wal#0#1#1
)¬øj#1#0#1
)¬ø¬#2#0#2
***!#1#0#1
***(#0#1#1
****#38#44#82
***a#6#0#6
***c#6#1#7
***d#2#0#2
***g#1#0#1
***h#1#0#1
***i#1#0#1
***j#3#1#4
***k#1#0#1
***l#3#1#4
***m#3#0#3
***p#2#1#3
***r#2#0#2
***s#4#2#6
***t#1#0#1
***v#4#0#4
***w#1#0#1
***x#1#0#1
***y#1#0#1
**al#1#0#1
**am#1#0#1
**an#5#1#6
**ar#1#0#1
**c%#1#0#1
**ch#1#0#1
**ci#1#0#1
**cl#4#1#5
**cr#3#0#3
**d&#1#0#1
**da#1#0#1
**dh#1#0#1
**do#0#1#1
**dr#1#0#1
**ed#0#1#1
**el#1#2#3
**ga#1#0#1
**ge#1#0#1
**gi#1#0#1
**he#1#0#1
**ic#1#0#1
**is#1#0#1
**ja#1#0#1
**je#1#0#1
**ju#3#1#4
**ka#2#0#2
**la#1#0#1
**le#2#0#2
**li#3#0#3
**lo#1#0#1
**lu#3#1#4
**ma#4#1#5
**mi#1#0#1
**mo#1#0#1
**ne#2#1#3
**ni#1#0#1
**pe#0#1#1
**pr#3#0#3
**re#1#0#1
**ro#5#0#5
**s@#1#0#1
**sa#3#1#4
**so#0#1#1
**su#2#0#2
**ta#3#0#3
**to#0#2#2
**va#3#0#3
**vi#3#2#5
**wa#1#0#1
**we#0#1#1
**xu#1#0#1
**ys#1#0#1
**¬£#1#0#1
**¬ø#0#1#1
*+*h#1#0#1
*-*i#1#1#2
*-*m#1#0#1
*-*s#1#0#1
*--*#2#0#2
*---#1#0#1
*-->#1#0#1
*..*#0#1#1
*..f#1#0#1
*.r.#1#0#1
*.¬∏#1#0#1
*.¬ø#2#2#4
*/be#0#1#1
*100#1#0#1
*124#1#0#1
*@ng#1#0#1
*_a√#0#1#1
*ale#0#2#2
*ali#1#0#1
*amo#2#0#2
*ana#3#0#3
*and#1#1#2
*ang#4#0#4
*ari#1#0#1
*bah#1#0#1
*bel#1#0#1
*bia#1#0#1
*c%u#1#0#1
*cab#1#0#1
*cac#0#1#1
*can#1#0#1
*car#3#0#3
*cas#1#0#1
*ch@#1#0#1
*cha#1#0#1
*cin#1#0#1
*cis#1#0#1
*cla#2#0#2
*cle#2#1#3
*cre#1#0#1
*cri#3#0#3
*d&n#1#0#1
*d@n#1#0#1
*dan#4#1#5
*das#1#0#1
*day#1#0#1
*den#1#0#1
*dha#1#0#1
*dhy#0#1#1
*dia#0#1#1
*dio#1#0#1
*dou#0#1#1
*dri#1#0#1
*e*.#1#0#1
*edi#0#1#1
*edn#1#0#1
*edv#0#1#1
*eld#0#1#1
*eli#1#0#1
*elv#0#1#1
*epi#1#0#1
*eve#0#1#1
*fat#1#0#1
*fel#0#1#1
*g@b#0#1#1
*gat#1#0#1
*ga¬#1#0#1
*geh#1#0#1
*gii#1#0#1
*gis#1#0#1
*hab#1#0#1
*hel#2#0#2
*hya#1#0#1
*ice#1#0#1
*igo#0#1#1
*int#1#0#1
*isa#1#0#1
*jac#1#0#1
*jes#1#0#1
*jis#0#1#1
*joi#1#0#1
*jos#0#1#1
*ju*#1#0#1
*juh#1#0#1
*juj#1#0#1
*jul#0#1#1
*juu#1#0#1
*kar#1#1#2
*kat#1#0#1
*kei#1#0#1
*kel#1#0#1
*lau#2#0#2
*lee#1#0#1
*lei#1#0#1
*li*#1#0#1
*lie#1#0#1
*lil#1#0#1
*loi#2#0#2
*lu*#2#0#2
*lua#1#1#2
*luc#2#1#3
*lun#1#0#1
*lut#0#1#1
*m0n#0#1#1
*m@r#0#1#1
*mad#1#0#1
*man#1#0#1
*mar#8#1#9
*may#1#0#1
*mic#1#0#1
*mis#1#0#1
*mi¬#0#1#1
*mon#1#0#1
*mor#1#0#1
*n@t#1#0#1
*neg#0#1#1
*nel#1#0#1
*net#1#0#1
*ney#1#0#1
*nil#1#0#1
*nov#1#0#1
*ped#0#1#1
*peg#0#1#1
*pre#1#0#1
*pri#2#0#2
*pry#1#0#1
*raf#0#1#1
*reb#1#0#1
*rec#1#0#1
*ren#3#0#3
*ron#1#0#1
*ros#5#0#5
*s@n#1#0#1
*sa*#1#0#1
*sab#1#0#1
*san#2#0#2
*sar#1#0#1
*sau#0#1#1
*sel#1#0#1
*sir#1#0#1
*sos#0#1#1
*su*#1#0#1
*sue#1#0#1
*ta*#1#0#1
*tai#1#0#1
*tal#1#0#1
*tam#2#0#2
*thi#0#1#1
*ton#0#1#1
*tot#0#1#1
*val#2#0#2
*van#1#0#1
*vic#0#1#1
*vid#0#1#1
*vin#0#1#1
*viv#3#0#3
*w@l#0#1#1
*wal#1#0#1
*wan#0#1#1
*web#0#1#1
*wel#0#1#1
*xul#1#0#1
*ysa#1#0#1
*zin#1#0#1
*zul#1#0#1
*~¬ø#1#0#1
*¬£u#1#0#1
*¬®p#1#0#1
*¬®¬#1#0#1
*¬´¬#0#1#1
*¬¥¬#2#0#2
*¬∑.#2#0#2
*¬ø*#14#2#16
*¬ø.#5#0#5
*¬øa#1#0#1
*¬ød#2#0#2
*¬øe#1#0#1
*¬øg#1#0#1
*¬øm#1#0#1
*¬øn#1#0#1
*¬ør#1#0#1
*¬øy#1#0#1
*¬ø¬#5#2#7
+*hy#1#0#1
+.ca#1#0#1
+giz#0#1#1
+lu=#0#1#1
+mar#1#1#2
+ni:#1#0#1
+¬ø¬#1#0#1
,...#1#0#1
,00/#0#1#1
,03/#0#1#1
,_av#0#1#1
,avo#1#0#1
,bom#0#1#1
,bru#0#1#1
,chu#1#0#1
,com#1#0#1
,da,#0#1#1
,dan#0#1#1
,din#1#0#1
,don#0#1#1
,edi#0#1#1
,elb#1#0#1
,enr#1#0#1
,exi#1#0#1
,fav#1#0#1
,fcv#0#1#1
,fel#1#0#1
,fri#1#0#1
,geo#1#0#1
,iri#1#0#1
,isa#1#0#1
,iva#1#0#1
,jeo#1#0#1
,jor#1#0#1
,llc#0#1#1
,lyn#0#1#1
,nat#1#0#1
,oli#0#1#1
,que#1#0#1
,ros#1#0#1
,s.d#0#1#1
,ser#0#1#1
,ter#1#1#2
,van#0#1#1
,zin#1#0#1
,¬ø.#1#0#1
-%u2#1#1#2
-(¬Ø#1#1#2
-*ig#0#1#1
-*in#1#0#1
-*ma#1#0#1
-*si#1#0#1
---*#1#0#1
----#10#50#60
---=#1#0#1
--->#1#0#1
---l#0#1#1
---¬#0#1#1
--=|#1#0#1
-->c#1#0#1
-->m#1#0#1
--bu#1#0#1
--lu#0#1#1
--¬©#0#1#1
--¬ª#0#1#1
-125#0#1#1
-19@#0#1#1
-201#0#1#1
-322#0#1#1
-328#0#1#1
-37@#0#1#1
-80@#0#1#1
-925#0#1#1
-95@#0#1#1
-970#0#1#1
-:¬¶#1#0#1
-=h=#0#1#1
-=|%#1#1#2
-=|a#0#1#1
-=|g#0#1#1
-=|¬#1#0#1
->ca#1#0#1
->d¬#1#0#1
->mi#1#0#1
-@ho#1#0#1
-`¬ø#0#1#1
-a-p#1#0#1
-ace#0#1#1
-act#0#1#1
-air#0#3#3
-aki#0#1#1
-ale#0#1#1
-ann#1#0#1
-ant#0#1#1
-apa#0#1#1
-art#1#0#1
-ass#0#2#2
-ati#0#1#1
-att#0#1#1
-aud#0#1#1
-aut#0#1#1
-bat#1#1#2
-bei#0#1#1
-bik#0#1#1
-bli#0#1#1
-blo#0#1#1
-bol#0#1#1
-boy#0#1#1
-bra#0#4#4
-bre#2#0#2
-bri#1#0#1
-bus#0#2#2
-buu#1#0#1
-b¬ø#1#0#1
-c.f#0#1#1
-cab#1#0#1
-cap#1#0#1
-car#0#2#2
-cel#0#1#1
-cha#1#0#1
-chu#0#1#1
-cla#0#1#1
-com#1#3#4
-con#1#4#5
-cor#0#2#2
-cos#1#0#1
-cri#0#2#2
-da,#1#0#1
-dar#0#1#1
-dav#0#1#1
-de-#1#1#2
-deo#1#0#1
-des#0#1#1
-dig#0#1#1
-dis#1#1#2
-djm#0#1#1
-d¬ø#1#1#2
-eco#1#0#1
-ele#0#1#1
-emb#0#2#2
-emp#0#3#3
-ent#0#2#2
-epp#1#0#1
-equ#0#2#2
-esc#0#1#1
-esd#0#1#1
-est#2#0#2
-eve#1#1#2
-exe#0#1#1
-fac#1#1#2
-fal#0#1#1
-far#0#1#1
-fas#0#1#1
-fed#0#1#1
-fer#1#2#3
-fes#0#1#1
-fin#0#1#1
-fit#1#0#1
-fix#0#2#2
-fla#0#2#2
-fle#0#1#1
-foa#0#1#1
-for#0#2#2
-fot#0#1#1
-fra#0#1#1
-fri#0#3#3
-ga-#1#0#1
-gaa#0#1#1
-gem#0#1#1
-ger#0#1#1
-get#0#1#1
-gon#0#1#1
-gra#0#2#2
-gre#1#0#1
-gst#0#1#1
-gui#0#1#1
-ham#0#1#1
-hap#0#1#1
-hel#1#0#1
-hen#0#1#1
-hot#0#1#1
-hun#0#1#1
-hur#1#4#5
-i-t#0#1#1
-ian#1#0#1
-igr#1#1#2
-iii#0#1#1
-imo#2#1#3
-imp#0#1#1
-ind#1#0#1
-inf#0#3#3
-ino#0#1#1
-ins#0#2#2
-int#0#2#2
-iri#1#0#1
-ize#1#0#1
-jat#1#2#3
-jea#1#0#1
-jin#0#1#1
-jos#0#1#1
-jot#0#1#1
-jut#0#1#1
-k@m#0#1#1
-kai#0#1#1
-kid#0#1#1
-kun#0#1#1
-kyh#0#1#1
-lab#1#0#1
-lan#1#1#2
-lar#2#1#3
-lau#1#0#1
-lcr#0#1#1
-le-#1#0#1
-lea#1#0#1
-let#0#1#1
-lig#0#1#1
-lim#0#2#2
-lin#2#2#4
-liv#0#1#1
-loc#0#2#2
-log#0#2#2
-loj#1#0#1
-ltd#0#2#2
-lui#0#3#3
-m.a#1#0#1
-mac#0#2#2
-mad#1#0#1
-mag#1#2#3
-mai#1#1#2
-mam#0#1#1
-man#0#2#2
-maq#0#1#1
-mar#1#1#2
-mat#1#1#2
-me-#0#1#1
-mec#0#1#1
-mei#1#0#1
-mia#1#0#1
-mod#1#0#1
-mun#0#1#1
-nan#0#1#1
-nel#0#1#1
-nen#1#0#1
-net#0#1#1
-nic#1#0#1
-o-n#0#1#1
-occ#0#1#1
-oli#2#1#3
-ons#0#1#1
-ops#0#1#1
-pau#0#1#1
-pec#0#1#1
-per#1#1#2
-pho#0#1#1
-pie#1#0#1
-pin#0#1#1
-piz#1#0#1
-po-#0#1#1
-pon#1#0#1
-por#0#2#2
-pou#0#1#1
-pre#0#2#2
-pro#1#5#6
-psa#0#1#1
-psj#0#1#1
-pvc#0#1#1
-que#1#1#2
-r-a#1#0#1
-rap#0#1#1
-re-#0#1#1
-red#1#1#2
-ref#0#2#2
-rei#1#0#1
-rem#0#1#1
-rj-#0#1#1
-roi#0#1#1
-rom#0#1#1
-roq#1#0#1
-roz#1#0#1
-rvl#0#1#1
-sal#0#1#1
-san#1#2#3
-sau#0#3#3
-sbc#0#1#1
-sec#0#1#1
-ser#1#1#2
-set#1#0#1
-se¬#0#1#1
-she#0#1#1
-sil#0#1#1
-sin#1#2#3
-sis#2#1#3
-sit#0#1#1
-ska#1#0#1
-soa#0#1#1
-soc#0#1#1
-sof#0#1#1
-sol#0#1#1
-spf#0#1#1
-spo#0#1#1
-ss-#0#1#1
-sto#1#2#3
-sul#0#1#1
-sys#0#2#2
-t-o#0#1#1
-t-t#0#1#1
-tap#0#1#1
-tar#1#0#1
-tax#0#1#1
-tec#0#12#12
-tel#1#2#3
-ter#1#0#1
-tex#0#1#1
-tha#0#1#1
-tin#0#1#1
-tra#0#2#2
-tre#0#1#1
-tri#0#1#1
-tub#0#1#1
-tud#0#1#1
-tur#1#1#2
-u-i#0#1#1
-uni#0#1#1
-uri#1#0#1
-val#0#1#1
-vaz#0#1#1
-vel#0#1#1
-ves#0#1#1
-vet#0#1#1
-via#1#0#1
-viv#1#0#1
-v¬ø#1#0#1
-war#0#1#1
-was#1#0#1
-web#1#1#2
-wil#0#1#1
-wrb#0#1#1
-x-l#0#1#1
-xbo#0#1#1
-yas#0#1#1
-yis#0#1#1
-zak#0#1#1
-zer#0#1#1
-|@r#0#1#1
-|a-#0#1#1
-¬©√#0#1#1
-¬ªh#1#0#1
-¬øj#1#0#1
-¬ø¬#2#1#3
.!!¬#0#1#1
.$.p#0#1#1
.%u0#0#1#1
.%u2#1#0#1
.&.t#0#1#1
.*''#1#0#1
.*..#1#1#2
.*.¬#0#1#1
.*e*#1#0#1
.*sa#1#0#1
.*¬ø#5#0#5
.,..#1#0#1
.-co#1#0#1
..*.#1#1#2
..*¬#1#0#1
..,.#1#0#1
..-.#0#1#1
...*#1#0#1
...-#0#1#1
....#175#148#323
.../#1#0#1
...:#1#0#1
...;#1#0#1
...>#0#1#1
...a#1#1#2
...b#0#1#1
...c#0#1#1
...d#0#1#1
...g#2#0#2
...j#1#0#1
...k#1#1#2
...l#2#2#4
...m#0#2#2
...s#3#0#3
...t#1#0#1
...u#1#0#1
...¬#5#1#6
..//#1#0#1
..::#1#1#2
..;;#1#0#1
..>n#0#1#1
..ad#0#1#1
..al#0#1#1
..b@#0#1#1
..ca#0#1#1
..du#0#1#1
..fa#0#1#1
..fe#1#0#1
..fo#0#1#1
..gr#1#0#1
..gu#1#0#1
..ju#1#0#1
..ka#1#0#1
..ki#0#1#1
..le#1#0#1
..lo#0#1#1
..lu#1#1#2
..ma#0#1#1
..mn#0#1#1
..s2#1#0#1
..so#1#0#1
..s¬#1#0#1
..tu#1#0#1
..un#1#0#1
..ws#0#1#1
..¬µ#0#1#1
..¬∑#1#0#1
..¬∏#0#1#1
..¬ø#7#2#9
.///#1#0#1
.02@#1#0#1
.1.c#0#1#1
.10.#0#1#1
.109#0#1#1
.116#0#1#1
.131#0#1#1
.196#0#1#1
.1i9#0#1#1
.1tu#0#1#1
.23b#0#1#1
.754#1#0#1
.7ca#0#1#1
.:::#1#0#1
.::f#1#0#1
.:tr#0#1#1
.:|a#1#0#1
.;;;#1#0#1
.@ya#1#0#1
.]na#1#0#1
._%u#0#1#1
.a.a#1#0#1
.a.b#1#0#1
.a.c#0#3#3
.a.f#0#1#1
.a.g#1#0#1
.a.l#0#1#1
.a.m#0#2#2
.a.n#0#1#1
.a.o#0#1#1
.a.p#0#1#1
.a.r#1#5#6
.a.s#1#4#5
.a.t#0#1#1
.abr#1#1#2
.aca#0#1#1
.ace#0#1#1
.ach#0#1#1
.acr#0#1#1
.adi#0#1#1
.adr#0#1#1
.adv#0#1#1
.aex#1#0#1
.age#0#1#1
.aki#0#1#1
.ala#0#2#2
.alc#0#1#1
.ale#1#3#4
.alm#0#1#1
.alo#0#1#1
.alu#1#1#2
.alv#2#3#5
.ama#0#2#2
.amu#0#2#2
.and#0#1#1
.ant#2#1#3
.apa#0#2#2
.apo#0#1#1
.apr#1#1#2
.aqu#0#2#2
.ara#1#2#3
.arq#1#0#1
.art#0#2#2
.ass#0#1#1
.ati#0#1#1
.aug#0#1#1
.aut#0#3#3
.avo#0#1#1
.avp#0#1#1
.aze#1#0#1
.azz#0#1#1
.b.c#1#0#1
.b.r#0#1#1
.b@l#0#1#1
.bar#0#5#5
.bat#2#2#4
.bau#0#1#1
.bek#0#1#1
.bel#0#1#1
.ben#0#4#4
.bet#2#1#3
.bij#1#0#1
.bil#0#1#1
.bit#0#2#2
.blo#0#3#3
.bom#1#3#4
.bon#1#0#1
.bot#1#1#2
.br/#0#3#3
.bra#3#1#4
.bri#0#3#3
.bru#0#3#3
.br¬#0#1#1
.bsb#0#1#1
.c-i#0#1#1
.c.d#0#1#1
.c.e#0#1#1
.c.f#0#1#1
.c.i#0#2#2
.c.k#0#1#1
.c.m#0#1#1
.c.s#0#1#1
.c@g#1#0#1
.cab#0#3#3
.cac#0#1#1
.cai#0#2#2
.caj#0#1#1
.cam#1#4#5
.can#0#3#3
.cap#0#1#1
.car#2#8#10
.cas#1#3#4
.ca¬#1#0#1
.cef#0#1#1
.ces#0#1#1
.cfc#0#1#1
.ch@#0#1#1
.cha#0#1#1
.chi#1#0#1
.cir#0#1#1
.cla#1#3#4
.cle#0#1#1
.cma#1#0#1
.coe#1#0#1
.col#1#0#1
.com#164#446#610
.con#1#2#3
.cop#0#1#1
.cor#0#2#2
.cos#2#1#3
.cpv#0#1#1
.cri#2#0#2
.cru#1#1#2
.cus#0#2#2
.cut#1#0#1
.d.]#1#0#1
.d.d#0#1#1
.d.m#1#0#1
.d.p#1#1#2
.d.s#0#2#2
.da.#1#2#3
.daf#1#0#1
.dai#1#0#1
.dam#1#0#1
.dan#0#1#1
.das#1#1#2
.dat#0#1#1
.de,#0#1#1
.de.#1#2#3
.ded#0#1#1
.deg#0#1#1
.del#0#1#1
.des#1#2#3
.dia#0#2#2
.dio#0#1#1
.dis#0#2#2
.div#0#1#1
.do.#1#0#1
.dom#0#1#1
.dos#0#1#1
.dr.#0#1#1
.dry#1#1#2
.dua#0#1#1
.duc#0#1#1
.dud#0#1#1
.e.d#0#1#1
.e.p#0#1#1
.e.q#1#0#1
.e.r#0#1#1
.e.s#1#0#1
.e.t#0#1#1
.edi#0#1#1
.edn#0#1#1
.eds#0#1#1
.edu#0#2#2
.eix#0#1#1
.ele#1#3#4
.eli#0#1#1
.ema#0#1#1
.emi#0#1#1
.end#0#1#1
.eng#1#0#1
.eri#1#1#2
.ess#1#0#1
.est#0#1#1
.ev.#1#0#1
.f.a#0#2#2
.f.p#0#1#1
.f9@#0#1#1
.fab#2#2#4
.fac#0#1#1
.far#0#3#3
.fat#1#0#1
.fb5#0#1#1
.fcn#0#1#1
.fer#1#2#3
.fil#0#2#2
.fin#0#2#2
.fiu#0#1#1
.fla#0#1#1
.fle#1#0#1
.flo#0#2#2
.fod#0#1#1
.fon#1#0#1
.foo#0#1#1
.for#0#2#2
.fox#1#0#1
.fra#1#2#3
.fre#1#0#1
.fun#0#2#2
.fur#0#1#1
.g.c#0#1#1
.g.f#0#1#1
.g.p#1#1#2
.g.s#0#1#1
.g_@#1#0#1
.gab#0#1#1
.gar#1#0#1
.gat#1#0#1
.geo#1#0#1
.ges#1#0#1
.gia#0#1#1
.gif#1#0#1
.gil#0#1#1
.gin#0#1#1
.gis#1#0#1
.gol#0#2#2
.gom#0#2#2
.gra#1#1#2
.gre#0#1#1
.gru#0#1#1
.gue#0#2#2
.gui#0#2#2
.gus#1#0#1
.gut#1#1#2
.g¬ø#1#0#1
.h.f#0#1#1
.h.p#0#1#1
.har#0#1#1
.hel#0#1#1
.hen#0#2#2
.hik#0#1#1
.hji#0#1#1
.hne#0#2#2
.hof#0#1#1
.hoo#0#2#2
.hum#0#2#2
.i.a#1#2#3
.i.c#0#1#1
.i.n#1#0#1
.i.p#1#0#1
.iep#0#1#1
.ifc#1#0#1
.imo#0#2#2
.imp#0#1#1
.ind#0#2#2
.inf#0#2#2
.ita#0#1#1
.ito#0#1#1
.ivo#0#1#1
.iza#0#2#2
.i¬ø#0#1#1
.j.a#0#4#4
.j.p#0#1#1
.j.r#0#1#1
.j.s#0#1#1
.jad#0#1#1
.jai#0#1#1
.jap#0#1#1
.jmc#0#1#1
.jn@#0#1#1
.joa#0#4#4
.jof#1#0#1
.jor#0#1#1
.jos#1#1#2
.jrt#0#1#1
.ju.#1#0#1
.jul#1#0#1
.jun#0#2#2
.jus#1#0#1
.k.b#1#0#1
.k.i#0#1#1
.k.k#0#1#1
.kar#1#0#1
.kas#1#0#1
.kat#1#0#1
.kei#0#1#1
.kel#2#0#2
.kev#0#1#1
.kin#0#1#1
.kjk#0#1#1
.kni#1#0#1
.kru#0#1#1
.kry#1#0#1
.l.g#0#1#1
.lag#0#1#1
.lar#0#1#1
.lav#0#1#1
.lea#1#0#1
.led#0#1#1
.lei#1#0#1
.lep#0#1#1
.let#1#0#1
.lil#1#0#1
.lim#3#2#5
.liv#0#1#1
.lmu#0#1#1
.loc#0#3#3
.loj#0#1#1
.lop#1#1#2
.lou#0#1#1
.lua#1#0#1
.luc#5#3#8
.lui#0#3#3
.lut#0#1#1
.luz#1#1#2
